search_history,job_role
Design Thinking in 3 Steps | Creativity & Design Thinking For Product professionals | User Experience - Applied Research and Design | Python Tkinter for making Graphical User Interface | SAA-C02 Amazon AWS Certified Solutions Architect - Associate | THE COMPLETE FIGMA COURSE FOR BEGINNERS | Design Thinking:Empathizing toUnderstand the Problem…,UI/UX Designer
Feature Engineering for Time Series Forecasting | CCDAK - Certified Developer Apache Kafka Practice Test | Data Engineering using Kafka and Spark Structured Streaming | The iOS Development Animations Course - Swift 5 & Xcode 10 | A Guide to Crack any Spark Interview | Azure Databricks Masterclass: Beginners Guide to perform ETL | Spark and Python for Big Data with PySpark | DP-203 - Data Engineering on Microsoft Azure 2021 | Apache Spark Interview Questions Preparation Course,Data Engineer
"ASP.NET Core, building REST APIs in C# with Entity Framework | [NEW] AWS Certified Advanced Networking Specialty 2023 | Intro to Flask | Complete NodeJS Developer in 2023 (GraphQL, MongoDB, + more) | Building Great Web Back-ends with Django | Information Technology Infrastructure Library 4 Exams | American Capitalism: AHistory… | Get Real Estate Buyer Leads Today Using This Form | Writing High Performance Python",Backend Developer
"Cisco IOS Security: Guide to Implement a Basic Firewall | Programming for Data Science | Explore Acoustic Guitar Tricks Techniques, and more | Learn Ethical Hacking Using Kali Linux Red Team Tactics | Master Nuxt.js - A Vuejs framework by building projects | Wix: Make a Quick and Easy Professional Website for Free | iOS 12 & Swift 4: Build A Pokedex App | Multithreading in Modern C++ | C++11 | C++14 | C++17| C++20 | Rockabilly Rhythm Guitar | Learn lead guitar in the style of Joe Satriani",Frontend Developer
Learn Social Engineering Attacks Using Android Without Root | Android Jetpack Compose: The Comprehensive Bootcamp | Thinking Functionally in Swift | Practice Exams | Flutter Certified Application Developer | Taxi Mobile App Animation In After Effects | Microsoft Azure Fundamentals AZ-900 - Practice Tests 2021 | 2021 - Learn Kotlin from scratch step by step | The Complete Android 12 Developer Course - Mastering Android,Mobile App Developer
SQL Course 2023: SQL for Data Analysis and Data Science. | JavaScript AJAX PHP mySQL create a Dynamic web Form project | Data science for algorithmic trading 2022 | HR Analytics & Dashboarding - Beginner to Intermediate,Data Analyst
"The Complete Android 13 App Development Bootcamp 2023 | Website Security: ASP.NET Web Cybersecurity, OWASP Top 10+ | Make Augmented Reality Mobile Apps with Unity & Vuforia 2023 | How To Make Money From Android Apps [English Language]",Mobile App Developer
AWS Certified Solutions Architect +55 Question Exam Practice | NIST Cybersecurity A-Z: NIST Risk Management Framework (RMF) | Cybersecurity For Beginners: MAC & IP Addressing | Network Security -Protocols… | Implementing the NIST Cybersecurity Framework (CSF) | Android Penetration Testing 101 | ICS/OT Cybersecurity All in One as per NIST Standards | Cisco Firepower - Learn Network Security Basics - Firewalls | Complete Ethical Hacking Course With ParrotOS 2022,Cybersecurity Analyst
Understanding Worker Classification Crash Course | NLP Practitioner & NLP Master Practitioner Cert (ACCREDITED) | GraphQL from Scratch with MERN Stack | VSD - Physical Design Webinar using EDA tool 'Proton' | SAP Classification: Learn how to classify objects in SAP | NPA Classification and Provisioning Norms with Case Studies,Data Scientist
"Bitcoin - Really deeply understanding Blockchain Technology | Training for Tanding - Silat Sparring | Acrylic lesson - Realistic Lily - Flower Painting | Linux Basics and Shell Programming Certification Training | Jumpstart to Docker, from zero to hero | New Zealand Landscapeas Culture: Wai (Water)… | Ways to Manage and Reduce Pain (A 28 Day Course) | Introduction to HTML5  and CSS3",ML Engineer
Kubernetes and Cloud Native Associate (KCNA) Practice Tests | Getting started with Azure Cloud | Snowflake Masterclass[stored proc+demos+Best practices+Labs] | Azure Search for Developers,Cloud Engineer
How To Install WordPress On Google Cloud | AZ-305: Azure Solutions Architect Expert (updated Sept 2022) | Certified DESIGN THINKING for agile product scoping | Azure Data Factory : from Zero to Hero of Azure Data Factory | Azure DevOps - CI and CD | 1Z0-1085-20 Oracle Cloud Infrastructure Foundations 2020 | Quickbooks Online 2020 | Kubernetes (:2018) -A Comprehensive Course,Cloud Engineer
"Master the MEAN Stack - Learn By Example | Question Reality! Science,philosophy, and thesearch for meaning… | Java for Beginners in 2 hours: Build a Banking Application",Full Stack Developer
Full Stack Programming for Complete Beginners in Python | Learn Python and Django: Payment Processing | The Complete Web Developer in 2023: Zero to Mastery | Master Mean : Learn the fundamentals of Mean Stack | Understand Tarot Cards and their Meaning,Full Stack Developer
Principles of Beautiful Data Visualization (2022) | Analyzing and Visualizing Data with Power BI | Product Management A-Z: Excel as a PM & Build great Products | Azure Serverless - Hands on Learning! | Advanced Excel functions,Data Analyst
Master Clean Architecture in Flutter for beginners | Introduction to Sass for CSS | Learn Angular 2 from Beginner to Advanced | Launch Your Startup Without Code – Build an App in 1 Day,Frontend Developer
"NLP and Text mining with python(for absolute beginners only) | Past Lives; Past Life Regression Spirituality Course | Data science and Data preparation with KNIME | Data Science:Hands-on Covid-19 Data Analysis & Visualization | Scientific Computing with NumPy - Python Data Science | Android Studio Masterclass - APP DEVELOPMENT COURSE | Regression, Data Mining, Text Mining, Forecasting using R | CYBERSECURITY LAW & CHALLENGES - DR. PAVAN DUGGAL - CLU | Introduction to Data Science",Data Scientist
"Learn to read Lenormand Cards Level 1 | Information Security -Authentication andAccess Control… | ISO 19650: 2018: 1&2 - Information Management Fundamentals | The Book: Making andMeaning in the MedievalManuscript… | Cost; Estimating, Budgeting, Monitoring, and Controlling | Learn Fresh MVVM with Xamarin Forms",Backend Developer
"77-728 Microsoft Excel 2016 Expert Certification | Step-by-Step 3 Statement Financial Modeling | Introduction to DevOps and Site Reliability Engineering | Sales Analytics Beginner Complete Course | The Modern Flexbox, Grid, Sass & Animations Developer Course | Blues Rock Masters Inspired Series-Modern & Classic Volume 3 | Strategic HR Analytics | SolidEdge Sketching: Excel your Designing with Certification | How to Migrate MySQL Database to Microsoft SQL Server | Beginner's Guide to Beats Production",Data Analyst
"Business Execution: Monitoring and Evaluating Initiatives | Learning Adobe Spark from Scratch | Hive to ADVANCE Hive (Real time usage) :Hadoop querying tool | Instagram Effects, Filters or Masks / Spark AR Tutorial | Apache Spark Interview Question and Answer (100 FAQ) | The Complete Apache Kafka course for beginners | Cloudera Hadoop |Big Data | Authentication With Kerberos | Best Hands-on Big Data Practices with PySpark & Spark Tuning | Data Engineering Basicsfor Everyone",Data Engineer
Informatica Active VOS Designer | Spring boot using Intellij | Build a real-world project | Learn Spring Boot 3 in 100 Steps - No 1 Java Framework | The Definitive Ethical Hacking Course - Learn From Scratch | Practical Java Basics Course with Real-life Examples,Backend Developer
Penetration Testing and Ethical Hacking Complete Hands-on | Android Hacking: Ethical Hacking for Android Apps & Devices | Hands-on Penetration Testing Labs 1.0 | Android: Build Voting App using SMS and SQLite (English) | Ethical Hacking: Command Injection | ICS/OT Cybersecurity All in One as per NIST Standards | Full Ethical Hacking Course | Ethical Hacking with Python,Cybersecurity Analyst
"Data Engineering on Google Cloud platform | Spark and Python for Big Data with PySpark | Hadoop MAPREDUCE in Depth | A Real-Time course on Mapreduce | Apache Spark 3 - Databricks Certified Associate Developer | AWS Database- RDS, DynamoDB, Redshift, Neptune, Elasticache | Big Data on Amazon web services (AWS) | Cybersecurity Basics | Design Thinking: Ideation, Iteration and Communication | Apache Kafka - Real-time Stream Processing (Master Class) | Cloudera Hadoop |Big Data | Authentication With Kerberos",Data Engineer
Malware Analysis Of Malicious Documents | Azure DevOps Boards for Project Managers/Analyst/Developers | Salesforce Marketing Cloud Administrator Certification-2022,Cloud Engineer
Adobe After Effects: Flat Animation Buildup | Do Your Own Bookkeeping with QuickBooks Online | ISO 22301:2019 - Business Continuity Management (BCMS) | Become A Full Stack Web Developer - Beginner To Advanced,Frontend Developer
Learn Apache Spark with Python | Fundamentals of OT Cybersecurity (ICS/SCADA) | Ultimate GCP Professional Data Engineer Practice Test 2021 | Distributed MachineLearning with ApacheSpark…,Data Engineer
"Financial Modeling for Beginners in Excel in 120 Minutes! | Alibaba Cloud Associate Cloud Computing [Practice Tests] | Power Automate vs Azure Logic Apps, which tool should I use? | Google Professional Cloud Architect - 2023 Practice Test | AWS Identity Access Management (IAM) Practical Applications | Managing Oracle Cloud Autonomous Databases",Cloud Engineer
Adobe Dreamweaver Ultimate Guide | RA: Data Science and Supply Chain analytics. A-Z with Python | Power BI - Analyze and Interactively Visualize Business Data | Introductory statistics Part1: Descriptive Statistics  | Microsoft Excel for Complete Beginners w/ Case Studies | Microsoft Excel for Real World Experience | Prototyping a Single Page Website in Photoshop from Scratch | Data Analysis Excel for Beginners: Statistical Data Analysis,Data Analyst
Build Strength and Muscle Without Supplements or Steroids | Complete UiPath RPA Developer Course: Build 7 Robots | Spark Structured Streaming 3.0 : All You Need to Know | Vue JS 2: From Beginner to Professional (includes Vuex) | Homebase Business Ebay Dropshipping Beginners Guide business | Biospecimen ResearchMethods… | AutoCAD 2022 -2015 + Fusion 360: A Complete Designer's Guide | Essential Guitar: Barre Chord Bio-Mechanics,Frontend Developer
"Build and Secure Restful APIs with Nodejs and MongoDB | Java certification Oracle 1Z0-819 Java SE Exam Practice Test | The Design Bundle: Lunapic, Pixlr X, and Canva | WordPress for Beginners: The Complete 2021 WordPress Guide | Aromatherapy - Top Ten Formulas",Backend Developer
"Ayurveda’s Guide to Lose Weight and Boost Metabolism | Get Purpose, Meaning, Success in your Life | Tameana healing",Full Stack Developer
Wellness Retreat - A Guide to Holistic Health Practices | Ethical Hacking: John the Ripper | Mobile Application Hacking and Penetration Testing (Android),Cybersecurity Analyst
Big Data Hadoop Developer Course with Handson | Big Data for Reliabilityand Security… | Data Engineering using Kafka and Spark Structured Streaming | Apache Spark 3 - Spark Programming in Python for Beginners | Learn to paint a pretty picture on canvas with acrylics. | Snowflake - Build & Architect Data pipelines using AWS | Databricks Certified Associate Developer - Apache Spark 2022 | Master Apache Spark - Hands On! | Learn SDET Essentials - Full Stack QA Automation,Data Engineer
"Math for Data Science Masterclass | Spatial Analysis & Geospatial Data Science in Python | Introduction toComputational Thinkingand Data Science… | The Perfect Balance Diet With Ayurveda | Data science and Data preparation with KNIME | Project Costing with Monte Carlo Simulated Probabilities | Linear Regression and Logistic Regression using R Studio | Royle Hypnotherapy, NLP Hypnosis & Complete Mind Therapy | GitLab CI: Pipelines, CI/CD and DevOps for Beginners | NLP in Business: Learn & Recall anything Quickly & Easily",Data Scientist
"Applied Entrepreneurship1: Design Thinking forBusiness Acceleration… | Oracle WMS cloud certification 1Z0-1045-20 | Mock Tests - Oracle Cloud Operations Associate certification | Google Certified Professional Cloud Architect Practice Tests | Deploy and Run Apps with Docker, Kubernetes, Helm, Rancher | Part 4 | MS Dynamics365-Finance & Operations-MB300 |330 |310",Cloud Engineer
Google Cloud Professional Data Engineer Practice Tests 2023 | Talend : ETL Data Integration Guide with Talend Open Studio | Android Monetisation AdMob & in-app billing with Kotlin,Data Engineer
