course_title,skills,job_role
Os 3 pilares para tocar qualquer música no violão/guitarra,,Frontend Developer
Guitarra eléctrica al estilo Metal Neoclásico y técnicas,,Frontend Developer
Curso Integral de Guitarra Clasica Nivel 1,,Frontend Developer
Guitarra Blues Para Principiantes,,Frontend Developer
"Gitar Ekipmanı (Amfi, Pedal, Prosesör, VST) Kullanım & Ayar",,Data Scientist
Serdar Seçme ile Profesyonel Mix & Mastering Eğitimleri,,ML Engineer
Acordes de Violão - Um Guia para os Iniciantes,,Frontend Developer
Gaita na pratica -  Gaita para Todos -Harmônica,,ML Engineer
GarageBand【DTM作曲入門】講座 vol.2 iOS［iPad＆iPhone用］理論を使えば誰でも作曲できる！,,Mobile App Developer
Aprenda tocar pandeiro de uma forma simples e prática!!,,Backend Developer
Como montar arranjos sensacionais no violão e na guitarra.,,ML Engineer
Curso Completo de Guitarra e Violão - Com mais de 40 aulas,,ML Engineer
Armonía moderna y teoría musical aplicada al piano. Vol 2,,Data Analyst
Curso de Harmonia Musical e Funções Harmônicas na Guitarra,,Frontend Developer
Harmônia e Teoria - Violão e Guitarra (Iniciantes),,Frontend Developer
Música: Como ouvir de forma crítica,,Backend Developer
Curso de Guitarra Acústica para Principiantes,,Frontend Developer
Harmônia e Teoria - Guitarra e Violão nível Intermediário,,Frontend Developer
Curso de Guitarra Para Principiantes,,Frontend Developer
Aprende a Leer Partituras - Cualquier Instrumento (Nivel 1),,Frontend Developer
Logic Pro X 10.5 - La guida completa di tutte le novità!,,Frontend Developer
Curso de Guitarra - Solo e Improvisação + 4 Ebooks e 5 Bônus,,Frontend Developer
Curso de Iniciación a la Guitarra Completo,,Frontend Developer
Online Music Production Course - FL Studios,,Mobile App Developer
Curso de Guitarra para Principiantes,,Frontend Developer
Curso de ejercicios técnicos al piano Vol.1,,Mobile App Developer
Dicas de Guitarra Jazz,,Frontend Developer
Curso de guitarra - Aprende desde cero,,Frontend Developer
Formación integral para cantantes,,Backend Developer
Aterrizaje en la guitarra flamenca,,Frontend Developer
Créer une webradio à moindre frais et la mener au succès,,ML Engineer
Curso de guitarra - Intermedio,,Frontend Developer
Logic Pro - Score Editor - La Guida Completa,,Frontend Developer
Aprenda a configurar seus pedais de guitarra,,ML Engineer
Formação em Edição de Audio utilizando seu Home Estúdio,,Backend Developer
Sistema Completo De Guitarra Rítmica Para Principiantes,,Frontend Developer
Curso de Canto Online - Performance e Prática,,Backend Developer
Curso de Guitarra desde cero a profesional (Nivel 2),,Frontend Developer
Treinamento de Improvisação para Guitarristas e Violonistas,,Frontend Developer
Partitura Para Iniciantes de Forma Rápida e Fácil.,,Backend Developer
Desvendando Os Segredos da Guitarra Blues,,Frontend Developer
Un an de cours de guitare - BOOSTEZ votre NIVEAU,,Frontend Developer
GarageBand iOS : le guide complet,,Frontend Developer
基礎からのクラシックギター（Classical Guitar）Ⅰ （初級編）ビデオで明解！【習いに行かずに上手くなる】,,Frontend Developer
Orchestrazione Virtuale Progetto1 : EastWest Composer Cloud,,Cloud Engineer
Baixista Consciente,,ML Engineer
Introducción al violín 2: entrenamiento de la mano izquierda,,Frontend Developer
Os 10 Melhores Riffs de Guitarra para Iniciantes,,Frontend Developer
Comment Faire Une INSTRU RAP De A à Z  [FL STUDIO 20],,ML Engineer
Iniciación Canto moderno orientado al Rock,,Data Analyst
Composição e Songwriting para Violonistas & Guitarristas,,Frontend Developer
Como Comenzar a Hacer Solos De Guitarra - Principiantes,,Frontend Developer
A Ciência dos Acorde - Guia completo para guitarra e violão.,,Frontend Developer
Aprenda a Tocar Viola Caipira,,ML Engineer
Guitarra Blues- Rápido e Fácil - Pentatônicas e licks,,Frontend Developer
Bossa Nova Para Iniciantes (Violão/Guitarra),,Frontend Developer
GUITAR CONTROL 2: Gitarre lernen für Fortgeschrittene,,Frontend Developer
Comment faire un Beat for placements [FL Studio 20],,ML Engineer
"Cómo Ganar VELOCIDAD, PRECISION y FUERZA - Guitarra",,Frontend Developer
Contrabaixo para Iniciantes,,ML Engineer
Guitarra Clásica Para Principiantes,,Frontend Developer
Curso de guitarra completo con más de 35 lecciones.,,Frontend Developer
Gehörbildung leicht gemacht - Ear Training,,ML Engineer
Guitarra Funk Iniciantes,,Frontend Developer
Guitar Foundation for Beginners to Intermediate (3 courses),,Frontend Developer
CompoSimple : La formation pour composer des chansons,,Backend Developer
Guitarra Jazz para Iniciantes.,,Frontend Developer
Composición musical na Guitarra desde cero,,Frontend Developer
Sistema Completo De Guitarra - Secretos De Requinto Sierreño,,Frontend Developer
Curso de Guitarra Docerola Aprende a Requintear PASO A PASO,,Frontend Developer
Curso de teclado: Louvai-O!,,ML Engineer
Comprendre & maitriser les ACCORDS - Spécial PIANISTE,,ML Engineer
Quero ser baixista,,ML Engineer
Como improvisar e solar na guitarra com os Modo Gregos,,Frontend Developer
Il pianoforte moderno,,Data Analyst
Curso Cavaquinho Fácil + Revista Digital Grátis,,Frontend Developer
Guitarra para Principiantes,,Frontend Developer
Forró no Contrabaixo do Zero,,ML Engineer
Guitarra Blues para Iniciantes,,Frontend Developer
10 Riffs De Guitarra Fácil Para Principiantes,,Frontend Developer
Teoria Elementar Aplicada ao Violão e a Guitarra,,Frontend Developer
Violão & Guitarra – Nível Básico,,Frontend Developer
Si j'avais 10 doigts,,ML Engineer
Curso de Guitarra para mejorar tus solos usando TRIADAS,,Frontend Developer
Pentatónicas para Guitarra Eléctrica!,,Frontend Developer
Escalas Pentatônica para Improvisar na Guitarra,,Frontend Developer
Curso de Guitarra Rock y Blues de Cero a Héroe 2023,,Frontend Developer
Descomplicando os Mogos Gregos na Guitarra,,Frontend Developer
Amplificador Valvulado - para Guitarra e HI-FI,,Frontend Developer
84 Acordes Para Guitarra - Principiantes,,Frontend Developer
Como começar a solar na guitarra - Um guia para iniciantes,,Frontend Developer
Aprende a tocar Guitarra desde cero - Curso completo,,Frontend Developer
Curso de Armonía aplicada a la Guitarra,,Frontend Developer
Rasgueos para guitarra,,Frontend Developer
CURSO DE GUITARRA DESDE CERO,,Frontend Developer
Curso de Técnica e Fundamentos na Guitarra (Chop Builder),,Frontend Developer
Curso de Guitarra Acústica Básica,,Frontend Developer
Como Construir Acordes,,Frontend Developer
Mantenimiento y octavación para guitarras eléctricas,,Frontend Developer
Criando Timbres de Guitarra,,Frontend Developer
Violon pour débutants: la main droite,,ML Engineer
Canto da Gaita - Gaita do zero para quem Nunca Tocou!,,ML Engineer
Rhetorik & Stimmtraining - Überzeugen mit der eigenen Stimme,,ML Engineer
Técnicas Indispensables Que Debes Saber Tocar En Guitarra,,Frontend Developer
Curso de guitarra 100% práctico | escalas y modos,,Frontend Developer
Los Modos Griegos - Improvisando Con La Guitarra,,Frontend Developer
Curso de Viola Caipira Iniciante,,ML Engineer
Curso Prático de Guitarra JK,,Frontend Developer
Curso de Guitarra desde cero a profesional (Nivel 3),,Frontend Developer
Curso de Grabación y Mezcla en Estudios Panda,,Mobile App Developer
Aprende 10 boleros en guitarra,,Frontend Developer
Le cours PARFAIT pour débuter à la guitare!,,ML Engineer
Leçons de batterie pour débutants (en français !),,ML Engineer
Leve a sua técnica de pedal duplo para um novo patamar,,Data Scientist
Aprenda Guitarra,,Frontend Developer
"Curso de Percussão - Aprenda a Tocar Surdo, Caixa, Tamborim",,ML Engineer
Curso de piano- Os clássicos mais queridos (piano/teclado),,ML Engineer
Desvendando os Segredos da Guitarra Fusion (Atualizado 2022),,Frontend Developer
Cómo Acompañar tus Canciones con la Guitarra,,Frontend Developer
Secretos del guitarrista moderno,,Data Analyst
"Acustica e pannelli fai da te, per la produzione musicale",,ML Engineer
Bossa Nova - Guitarra para principiantes,,Frontend Developer
Rock Guitar Masterclass,,Frontend Developer
Curso de Contrabaixo I - Instituto Convert Music,,ML Engineer
Digitações Alternativas.  ( Iniciação a Guitarra elétrica ).,,Frontend Developer
Técnicas essenciais para Guitarristas,,ML Engineer
Escalas Musicais para Guitarra e Violão - Nível Iniciante,,ML Engineer
Exercícios de Guitarra para Desenvolver Técnica e Velocidade,,Frontend Developer
Cómo tocar Hard Rock y Heavy Metal en la Guitarra Eléctrica,,Frontend Developer
90日でライバルに差をつける！ギター初心者のための確実に役に立つ次世代型の基礎テクニック完全マスター！GUITAR,,Frontend Developer
Guitarra Arpejo - O passo a passo completo para solar.,,Frontend Developer
Curso Completo Guitar Pro,,Frontend Developer
VOICE CONTROL: Guia de canto para todos los niveles,,Frontend Developer
Como distribur sua música no spotify e nas plataformas.,,Backend Developer
Aprenda a cantar com emoção: canto e expressividade vocal,,Backend Developer
Pedagogía musical en el instrumento,,Data Scientist
Baixo Total - Campo Harmônico - Modos Gregos,,ML Engineer
Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,,Frontend Developer
Aprende GUITARRA desde CERO- Nivel principiantes,,Frontend Developer
Curso de guitarra para principiantes,,Frontend Developer
गिटार मास्टरी -सीखे एकदम शुरुवात से- Guitar Lessons in Hindi,,Frontend Developer
"Curso de Guitarra Ornamentação, Licks e Fraseados",,Frontend Developer
Como Improvisar e Solar Com Licks de Guitarra - Iniciantes,,Frontend Developer
Aprenda a tocar Acordeon de uma forma Rápida e Prática,,Backend Developer
Aprenda viola caipira do zero,,ML Engineer
Cómo tocar Blues en la Guitarra Clásica De Cero a Héroe,,Frontend Developer
Podcast Audio Recording/Editing con solo Software Gratuiti,,Frontend Developer
"ウクレレで華麗に奏でる名曲クラシック「Je te veux, ジュ・トゥ・ヴー」ウクレレ・ソロ演奏（Low-Gアレンジ）",,Frontend Developer
Acompañamientos de Guitarra: Arpende a tocar distinto rítmos,,Frontend Developer
Baixo Total - Como Evoluir Tecnicamente,,ML Engineer
Curso de Guitarra Completo,,Frontend Developer
Criando Solos & Improvisos na Guitarra,,Frontend Developer
Baixo Total - Grooves e Levadas,,ML Engineer
Aprende todas las notas en Guitarra,,Frontend Developer
Guitarra Rítmica de Acompañamiento,,Frontend Developer
Armonia Tonal  Moderna,,Data Analyst
Harmonia para Contrabaixo,,ML Engineer
Percusión Latinoamericana para quien inicia desde 0.,,Frontend Developer
Descubra o SEGREDO dos GRANDES PROFISSIONAIS de LOGIC PRO X,,ML Engineer
Curso Violão Iniciante - Professor Maicon Oliveira,,ML Engineer
Cómo tocar la guitarra RÁPIDO Y FÁCIL en 30 días,,Frontend Developer
Speed Guitar,,Frontend Developer
Bossa Nova Pour Les Débutants (Guitare/Guitare électrique),,Frontend Developer
Fundamentos de la guitarra para principiantes,,Frontend Developer
Teoria Musicale Moderna,,Data Analyst
Guitarra FingerStyle Nivel 1,,Frontend Developer
10 formas de mejorar tus canciones,,Backend Developer
Construye un track EDM de forma profesional Paso a Paso,,Backend Developer
Modern Emprovize Teknikleri Vol. 1 (Gitar Dersi),,Data Analyst
jouons de la guitare,,Frontend Developer
Você quer aprender tocar contrabaixo?,,ML Engineer
Sertanejo no Contrabaixo Sertanejo do Zero,,ML Engineer
Composição Musical: 3. Forma,,Backend Developer
Curso Guitarra Relámpago,,Frontend Developer
Licks de Guitarra para Iniciantes. Crie seus próprios solos.,,Frontend Developer
Arpejos tríades na guitarra (Putz! Que nota eu uso agora?),,Frontend Developer
Formation Théorie Complète,,Backend Developer
ギター究極の超実践型NEOトレーニング曲でハイテクプレイが最速で身につく《最強エチュード》 Guitar Lesson,,Frontend Developer
Dinâmica para equipes de louvor: Arranjo e instrumentos,,Frontend Developer
Curso de Guitarra desde cero a profesional (Nivel 4),,Frontend Developer
Guitarra Acústica en Siete Días,,Frontend Developer
Gypsy Rumba Guitar,,Frontend Developer
Curso de guitarra para principiantes (DESDE CERO),,Frontend Developer
Frases Guitarra Jazz,,Frontend Developer
Arranjo Musical para Iniciantes do Violão e Guitarra,,Frontend Developer
"Música colombiana en guitarra, método completo de ritmos",,Frontend Developer
Pentatônica sem Mistérios,,Mobile App Developer
Curso de Guitarra desde cero a profesional (Nivel 5),,Frontend Developer
GUITAR CRASH: Sofort Gitarre spielen wie ein Meister!,,Frontend Developer
基礎からのクラシックギター（Classical Guitar）Ⅲ （上級編）ビデオで明解！【習いに行かずに上手くなる】,,Frontend Developer
Devenez un pianiste HEUREUX grâce à votre oreille !,,Frontend Developer
Curso Guitarra Flamenca por Soleá.,,Frontend Developer
Guitarra Rítmica Extrema no Metal,,Frontend Developer
Direitos autorais e plataformas digitais,,ML Engineer
APRENDE GUITARRA DE BLUES en 10 licks,,Frontend Developer
Acordes na Guitarra Moderna,,Data Analyst
Aprende escalas y arpegios  Vol. I: Modo mayor,,Mobile App Developer
Escalas Pentatónicas para guitarristas,,Frontend Developer
Aprende a tocar Guitarra - Nivel intermedio,,Frontend Developer
Estudios técnicos para guitarra nivel intermedio,,Frontend Developer
クラシックギター・トレモロ奏法コンプリート・マスター講座Classical guitar tremolo master,,Frontend Developer
基礎からのクラシックギター（Classical Guitar）Ⅱ（中級編）ビデオで明解！【習いに行かずに上手くなる】,,Frontend Developer
Curso Integral de Guitarra Clasica Nivel 2,,Frontend Developer
Curso de Guitarra para Zurdos. Nivel Básico,,Frontend Developer
FL Studio Mobile - Music Production in Android/iOS  - Hindi,,Mobile App Developer
Apprenez à enregistrer et produire vos chansons à la maison!,,ML Engineer
Aprende a Leer Partituras Cualquier Instrumento (Nivel 2),,Frontend Developer
Gaita Harmônica Cromática,,ML Engineer
50 Ejercicios diarios para guitarristas con poco tiempo,,Frontend Developer
GUITAR CONTROL: Masterclass acerca de como tocar la guitarra,,Frontend Developer
Curso de ejercicios técnicos al piano Vol.2,,Mobile App Developer
Apprendre la guitare sans solfège - 100% débutants !,,Frontend Developer
Learn Modes in 30 days,,Data Analyst
"Curso de contrabaixo intermediário ""AVANÇAR""",,ML Engineer
Curso de Batería Express | Los cimientos de un Baterista,,Backend Developer
Harmonia Funcional Acordes Quartais e Alterados Sem Segredo,,ML Engineer
Tecnica avanzata per il cantante moderno (corso di canto),,Data Analyst
"Curso definitivo de Guitarra, TODOS los secretos.",,Frontend Developer
Curso de violín : agilidad en la mano izquierda,,Frontend Developer
Teoria  Guitarra & Violão,,Frontend Developer
Síntesis y producción con Europa de Reason Studios.,,Mobile App Developer
"脳トレ・指トレ・ピアノの手！ Brain,Finger,Hand Shape Training!!",,ML Engineer
Domina el pulgar en la Guitarra Flamenca - Nivel Básico,,Frontend Developer
Campo Harmônico Maior Caminhos da Improvisação,,ML Engineer
Kurs Fruity Loops Studio dla początkujących,,Frontend Developer
Criando um solo de guitarra do zero!,,Frontend Developer
Apprendre la GUITARE JAZZ MANOUCHE - La valse Indifférence,,Frontend Developer
Improvisação com Samuel Quinto,,Frontend Developer
Curso de ejercicios técnicos al piano Vol.3,,Mobile App Developer
